"dane_code","first_round_2014","first_round_2018","first_round_2022","second_round_2014","second_round_2018","second_round_2022","flip_1st_14_18","flip_1st_18_22","flip_2nd_14_18","flip_2nd_18_22"
19256,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
19290,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19300,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19318,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19355,"center-left","left","left","center-right","left","left","stable left","stable left","flip to left","stable left"
19364,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19392,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19397,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19418,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19450,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19455,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19473,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19513,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19517,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19532,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19533,"right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19548,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
19573,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19585,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19622,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
19693,"center-right","center-right","left","center-right","left","left","stable right","flip to left","flip to left","stable left"
19698,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19701,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19743,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19760,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19780,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19785,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19807,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
19809,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19821,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19824,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
19845,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20001,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
20011,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
20013,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
20032,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
20045,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20060,"right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
20175,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
20178,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
20228,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
20238,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20250,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20295,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20310,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20383,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20400,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20443,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
20517,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20550,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20570,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
20614,"right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20621,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
20710,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20750,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
20770,"center-right","right","center-right","center-right","right","center-right","stable right","stable right","stable right","stable right"
20787,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
23001,"right","right","left","right","right","left","stable right","flip to left","stable right","flip to left"
23068,"center-right","right","left","center-right","right","center-right","stable right","flip to left","stable right","stable right"
23079,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23090,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23162,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23168,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
23182,"center-right","right","right","center-right","right","left","stable right","stable right","stable right","flip to left"
23189,"center-right","left","left","center-right","left","center-right","flip to left","stable left","flip to left","flip to right"
23300,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
23350,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23417,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23419,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23464,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23466,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23500,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23555,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23570,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23574,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23580,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23586,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23660,"center-right","left","left","center-right","left","center-right","flip to left","stable left","flip to left","flip to right"
23670,"center-right","left","left","center-right","right","left","flip to left","stable left","stable right","flip to left"
23672,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23675,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23678,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23682,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23686,"center-right","left","left","center-right","left","left","flip to left","stable left","flip to left","stable left"
23807,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23815,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
23855,"center-right","right","left","center-right","right","left","stable right","flip to left","stable right","flip to left"
25001,"center-right","right","center-right","center-right","right","left","stable right","stable right","stable right","flip to left"
25019,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25035,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25040,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25053,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25086,"center-right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25095,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25099,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25120,"center-left","left","left","center-right","left","center-right","stable left","stable left","flip to left","flip to right"
25123,"right","right","center-right","right","right","left","stable right","stable right","stable right","flip to left"
25126,"right","center-left","center-right","center-right","right","center-right","flip to left","flip to right","stable right","stable right"
25148,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25151,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25154,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25168,"right","right","center-right","right","right","center-right","stable right","stable right","stable right","stable right"
25175,"right","center-left","center-right","right","right","center-right","flip to left","flip to right","stable right","stable right"
